"Features"	"TCGA-DD-AAVS-01A-11R-A41C-07"	"TCGA-DD-AAE3-01A-11R-A41C-07"	"TCGA-DD-A4NS-01A-11R-A311-07"	"TCGA-5R-AA1D-01A-11R-A38B-07"	"TCGA-BW-A5NO-01A-11R-A27V-07"	"TCGA-DD-AADL-01A-11R-A41C-07"	"TCGA-XR-A8TC-01A-11R-A36F-07"	"TCGA-2Y-A9GS-01A-12R-A38B-07"	"TCGA-CC-A1HT-01A-11R-A131-07"	"TCGA-DD-AACL-01A-11R-A41C-07"	"TCGA-ED-A7XP-01A-11R-A352-07"	"TCGA-G3-AAUZ-01A-11R-A38B-07"	"TCGA-DD-A3A5-01A-11R-A22L-07"	"TCGA-RC-A7SK-01A-11R-A352-07"	"TCGA-DD-A73D-01A-12R-A32O-07"	"TCGA-RC-A6M5-01A-11R-A32O-07"	"TCGA-G3-AAV4-01A-11R-A38B-07"	"TCGA-2Y-A9H1-01A-11R-A38B-07"	"TCGA-DD-AACI-01A-11R-A41C-07"	"TCGA-DD-AAVP-01A-11R-A41C-07"	"TCGA-EP-A26S-01A-11R-A16W-07"	"TCGA-DD-A4NB-01A-12R-A266-07"	"TCGA-LG-A6GG-01A-11R-A311-07"	"TCGA-4R-AA8I-01A-11R-A38B-07"	"TCGA-ED-A5KG-01A-11R-A27V-07"	"TCGA-DD-AADO-01A-11R-A41C-07"	"TCGA-DD-AADK-01A-11R-A41C-07"	"TCGA-LG-A9QD-01A-11R-A38B-07"	"TCGA-EP-A3RK-01A-11R-A22L-07"	"TCGA-DD-AACA-02A-11R-A41C-07"	"TCGA-2Y-A9H3-01A-11R-A38B-07"	"TCGA-BW-A5NQ-01A-11R-A27V-07"	"TCGA-CC-A5UE-01A-11R-A28V-07"	"TCGA-CC-5259-01A-31R-A213-07"	"TCGA-FV-A23B-01A-11R-A16W-07"	"TCGA-ZP-A9CV-01A-11R-A38B-07"	"TCGA-ES-A2HS-01A-11R-A180-07"	"TCGA-2Y-A9H8-01A-11R-A39D-07"	"TCGA-G3-A5SK-01A-11R-A27V-07"	"TCGA-DD-AACO-01A-11R-A41C-07"	"TCGA-DD-AAW3-01A-11R-A41C-07"	"TCGA-ED-A4XI-01A-11R-A266-07"	"TCGA-ZP-A9D2-01A-11R-A38B-07"	"TCGA-G3-AAV3-01A-11R-A37K-07"	"TCGA-K7-AAU7-01A-11R-A38B-07"	"TCGA-MI-A75I-01A-11R-A32O-07"	"TCGA-CC-5263-01A-01R-A131-07"	"TCGA-DD-A3A9-01A-11R-A266-07"	"TCGA-G3-A5SM-01A-12R-A28V-07"	"TCGA-DD-AADV-01A-11R-A39D-07"	"TCGA-DD-A11B-01A-11R-A131-07"	"TCGA-DD-A11A-01A-11R-A131-07"	"TCGA-ZP-A9D0-01A-11R-A37K-07"	"TCGA-RC-A6M6-01A-11R-A32O-07"	"TCGA-DD-A4NN-01A-11R-A28V-07"	"TCGA-DD-AACG-01A-11R-A41C-07"	"TCGA-UB-A7MC-01A-11R-A33R-07"	"TCGA-DD-A1EA-01A-11R-A131-07"	"TCGA-DD-A4NG-01A-11R-A27V-07"	"TCGA-O8-A75V-01A-11R-A32O-07"	"TCGA-DD-A39V-01A-11R-A213-07"	"TCGA-BC-A69I-01A-11R-A311-07"	"TCGA-ZS-A9CF-02A-11R-A38B-07"	"TCGA-DD-A4ND-01A-11R-A266-07"	"TCGA-DD-AADC-01A-11R-A41C-07"	"TCGA-DD-AAEH-01A-11R-A41C-07"	"TCGA-ZP-A9D1-01A-11R-A38B-07"	"TCGA-BC-A217-01A-11R-A155-07"	"TCGA-DD-AAE9-01A-11R-A41C-07"	"TCGA-G3-A25S-01A-11R-A16W-07"	"TCGA-BC-A10S-01A-22R-A131-07"	"TCGA-NI-A4U2-01A-11R-A28V-07"	"TCGA-G3-A3CK-01A-11R-A213-07"	"TCGA-RC-A7SF-01A-11R-A352-07"	"TCGA-DD-AACD-01A-11R-A41C-07"	"TCGA-2Y-A9H0-01A-11R-A38B-07"	"TCGA-DD-A3A6-01A-11R-A22L-07"	"TCGA-DD-AAW2-01A-11R-A41C-07"	"TCGA-3K-AAZ8-01A-12R-A39D-07"	"TCGA-DD-A4NH-01A-11R-A27V-07"	"TCGA-MI-A75H-01A-11R-A32O-07"	"TCGA-DD-AAEB-01A-11R-A41C-07"	"TCGA-ZP-A9CY-01A-11R-A38B-07"	"TCGA-BD-A3EP-01A-11R-A22L-07"	"TCGA-EP-A2KB-01A-11R-A180-07"	"TCGA-CC-A8HU-01A-11R-A36F-07"	"TCGA-DD-AADF-01A-11R-A41C-07"	"TCGA-DD-AACH-01A-11R-A41C-07"	"TCGA-BC-A10X-01A-11R-A131-07"	"TCGA-CC-5262-01A-01R-A131-07"	"TCGA-CC-A7IK-01A-12R-A33R-07"	"TCGA-RC-A7SH-01A-11R-A38B-07"	"TCGA-ED-A7XO-01A-11R-A352-07"	"TCGA-G3-A7M6-01A-11R-A33R-07"	"TCGA-G3-A7M8-01A-11R-A33R-07"	"TCGA-DD-AAW1-01A-11R-A41C-07"	"TCGA-G3-A7M7-01A-12R-A352-07"	"TCGA-ED-A7PZ-01A-11R-A33R-07"	"TCGA-CC-A7IG-01A-11R-A33J-07"	"TCGA-CC-5261-01A-01R-A131-07"	"TCGA-WQ-A9G7-01A-11R-A37K-07"	"TCGA-WX-AA47-01A-11R-A39D-07"	"TCGA-ZP-A9CZ-01A-11R-A38B-07"	"TCGA-DD-AA3A-01A-11R-A37K-07"	"TCGA-DD-A3A4-01A-11R-A22L-07"	"TCGA-DD-A39Y-01A-11R-A213-07"	"TCGA-2Y-A9H5-01A-11R-A38B-07"	"TCGA-DD-A114-01A-11R-A131-07"	"TCGA-DD-A4NI-01A-11R-A27V-07"	"TCGA-BC-A110-01A-11R-A131-07"	"TCGA-UB-A7MA-01A-11R-A33R-07"	"TCGA-CC-A3MB-01A-11R-A213-07"	"TCGA-KR-A7K2-01A-12R-A33R-07"	"TCGA-DD-AACK-01A-11R-A41C-07"	"TCGA-FV-A3I0-01A-11R-A22L-07"	"TCGA-RC-A7SB-01A-21R-A352-07"	"TCGA-GJ-A9DB-01A-11R-A37K-07"	"TCGA-UB-A7ME-01A-11R-A33J-07"	"TCGA-DD-AADU-01A-11R-A41C-07"	"TCGA-2Y-A9HB-01A-11R-A39D-07"	"TCGA-CC-A9FV-01A-11R-A37K-07"	"TCGA-DD-A1EK-01A-11R-A213-07"	"TCGA-DD-AAE1-01A-11R-A41C-07"	"TCGA-BC-A10U-01A-11R-A131-07"	"TCGA-DD-AACV-01A-11R-A41C-07"	"TCGA-DD-AAVY-01A-11R-A41C-07"	"TCGA-FV-A3R3-01A-11R-A22L-07"	"TCGA-ED-A97K-01A-21R-A38B-07"	"TCGA-BC-A10W-01A-11R-A131-07"	"TCGA-DD-A3A8-01A-11R-A22L-07"	"TCGA-DD-AACT-01A-11R-A41C-07"	"TCGA-5R-AA1C-01A-11R-A41C-07"	"TCGA-5R-AAAM-01A-12R-A41C-07"	"TCGA-BW-A5NP-01A-11R-A27V-07"	"TCGA-WX-AA44-01A-11R-A39D-07"	"TCGA-DD-A1EH-01A-11R-A131-07"	"TCGA-DD-A3A1-01A-11R-A213-07"	"TCGA-KR-A7K0-01A-12R-A33R-07"	"TCGA-FV-A3R2-01A-11R-A22L-07"	"TCGA-DD-AACN-01A-11R-A41C-07"	"TCGA-DD-AAE4-01A-11R-A41C-07"	"TCGA-DD-AAEG-01A-11R-A39D-07"	"TCGA-DD-A1EJ-01A-11R-A155-07"	"TCGA-DD-A4NR-01A-11R-A311-07"	"TCGA-FV-A2QQ-01A-11R-A22L-07"	"TCGA-G3-AAV7-01A-11R-A38B-07"	"TCGA-CC-A9FW-01A-11R-A37K-07"	"TCGA-RC-A6M4-01A-11R-A32O-07"	"TCGA-G3-A3CG-01A-11R-A213-07"	"TCGA-DD-A11C-01A-11R-A131-07"	"TCGA-DD-AAD2-01A-11R-A41C-07"	"TCGA-NI-A8LF-01A-11R-A36F-07"	"TCGA-DD-AADN-01A-11R-A41C-07"	"TCGA-EP-A12J-01A-11R-A131-07"	"TCGA-DD-A73G-01A-22R-A32O-07"	"TCGA-5C-AAPD-01A-21R-A39D-07"	"TCGA-DD-AAED-01A-12R-A41C-07"	"TCGA-DD-AADJ-01A-11R-A41C-07"	"TCGA-DD-AAVZ-01A-11R-A41C-07"	"TCGA-XR-A8TF-01A-11R-A36F-07"	"TCGA-DD-AACF-01A-11R-A41C-07"	"TCGA-FV-A495-01A-11R-A266-07"	"TCGA-DD-A3A3-01A-11R-A22L-07"	"TCGA-MI-A75C-01A-11R-A32O-07"	"TCGA-DD-AAVX-01A-11R-A41C-07"	"TCGA-DD-AAE7-01A-11R-A41C-07"	"TCGA-ZS-A9CE-01A-11R-A37K-07"	"TCGA-CC-5264-01A-01R-A131-07"	"TCGA-HP-A5N0-01A-11R-A28V-07"	"TCGA-G3-A5SJ-01A-11R-A27V-07"	"TCGA-DD-A3A2-01A-11R-A213-07"	"TCGA-2Y-A9H6-01A-11R-A39D-07"	"TCGA-DD-AAEE-01A-11R-A41C-07"	"TCGA-UB-AA0U-01A-11R-A38B-07"	"TCGA-CC-A3M9-01A-11R-A213-07"	"TCGA-CC-A8HT-01A-11R-A36F-07"	"TCGA-WQ-AB4B-01A-11R-A41C-07"	"TCGA-DD-AADY-01A-11R-A41C-07"	"TCGA-2Y-A9GZ-01A-11R-A39D-07"	"TCGA-DD-A11D-01A-11R-A131-07"	"TCGA-KR-A7K7-01A-11R-A33J-07"	"TCGA-BC-4072-01B-11R-A155-07"	"TCGA-K7-A5RF-01A-11R-A28V-07"	"TCGA-DD-AAVU-01A-11R-A41C-07"	"TCGA-DD-A73B-01A-12R-A32O-07"	"TCGA-PD-A5DF-01A-11R-A27V-07"	"TCGA-BC-A8YO-01A-11R-A37K-07"	"TCGA-EP-A2KA-01A-11R-A180-07"	"TCGA-DD-AACQ-01A-11R-A41C-07"	"TCGA-DD-AADI-01A-11R-A41C-07"	"TCGA-CC-A5UD-01A-11R-A28V-07"	"TCGA-ZS-A9CD-01A-11R-A37K-07"	"TCGA-DD-A1ED-01A-11R-A155-07"	"TCGA-DD-AAEK-01A-11R-A41C-07"	"TCGA-BC-A10T-01A-11R-A131-07"	"TCGA-DD-AAC8-01A-11R-A41C-07"	"TCGA-XR-A8TE-01A-11R-A36F-07"	"TCGA-K7-A6G5-01A-11R-A311-07"	"TCGA-WX-AA46-01A-11R-A39D-07"	"TCGA-DD-AADD-01A-11R-A41C-07"	"TCGA-DD-A1EF-01A-11R-A131-07"	"TCGA-DD-AACP-01A-11R-A41C-07"	"TCGA-RC-A6M3-01A-11R-A32O-07"	"TCGA-G3-A3CJ-01A-11R-A213-07"	"TCGA-DD-AAVR-01A-11R-A41C-07"	"TCGA-DD-AAVQ-01A-11R-A41C-07"	"TCGA-G3-A3CI-01A-11R-A213-07"	"TCGA-ED-A8O5-01A-11R-A36F-07"	"TCGA-BC-A5W4-01A-11R-A28V-07"	"TCGA-DD-AAD6-01A-11R-A41C-07"	"TCGA-K7-A5RG-01A-11R-A28V-07"	"TCGA-G3-AAV5-01A-11R-A37K-07"	"TCGA-2Y-A9GY-01A-11R-A38B-07"	"TCGA-UB-A7MD-01A-12R-A352-07"	"TCGA-DD-A4NF-01A-11R-A27V-07"	"TCGA-DD-A113-01A-11R-A131-07"	"TCGA-DD-AAW0-01A-11R-A41C-07"	"TCGA-DD-A1EI-01A-11R-A131-07"	"TCGA-CC-A7IF-01A-11R-A33J-07"	"TCGA-2Y-A9GW-01A-11R-A38B-07"	"TCGA-2Y-A9H4-01A-11R-A38B-07"	"TCGA-BC-A3KF-01A-11R-A213-07"	"TCGA-DD-A39Z-01A-11R-A213-07"	"TCGA-CC-5260-01A-01R-A131-07"	"TCGA-DD-AAE0-01A-11R-A41C-07"	"TCGA-DD-A116-01A-11R-A131-07"	"TCGA-RC-A7S9-01A-11R-A33R-07"	"TCGA-FV-A496-01A-11R-A266-07"	"TCGA-BC-A3KG-01A-11R-A213-07"	"TCGA-DD-A1EG-01A-11R-A213-07"	"TCGA-DD-A1EL-01A-11R-A155-07"	"TCGA-2Y-A9GU-01A-11R-A38B-07"	"TCGA-G3-A25V-01A-11R-A16W-07"	"TCGA-ED-A66Y-01A-11R-A311-07"	"TCGA-DD-AADB-01A-11R-A41C-07"	"TCGA-YA-A8S7-01A-11R-A37K-07"	"TCGA-GJ-A3OU-01A-31R-A38B-07"	"TCGA-BD-A2L6-01A-11R-A213-07"	"TCGA-ED-A627-01A-12R-A311-07"	"TCGA-ED-A7PX-01A-51R-A352-07"	"TCGA-2Y-A9GX-01A-11R-A38B-07"	"TCGA-DD-A115-01A-11R-A131-07"	"TCGA-DD-A73C-01A-12R-A33J-07"	"TCGA-MI-A75G-01A-11R-A32O-07"	"TCGA-G3-AAV0-01A-11R-A37K-07"	"TCGA-CC-A8HS-01A-11R-A36F-07"	"TCGA-DD-AACY-01A-11R-A41C-07"	"TCGA-CC-A7IE-01A-21R-A38B-07"	"TCGA-2Y-A9HA-01A-11R-A39D-07"	"TCGA-G3-A6UC-01A-21R-A33J-07"	"TCGA-CC-A7IH-01A-11R-A33J-07"	"TCGA-ZP-A9D4-01A-11R-A37K-07"	"TCGA-MI-A75E-01A-11R-A32O-07"	"TCGA-DD-AAD5-01A-11R-A41C-07"	"TCGA-DD-A39W-01A-11R-A213-07"	"TCGA-2Y-A9GT-01A-11R-A38B-07"	"TCGA-ED-A8O6-01A-11R-A36F-07"	"TCGA-DD-A39X-01A-11R-A213-07"	"TCGA-2Y-A9GV-01A-11R-A38B-07"	"TCGA-DD-AACJ-01A-11R-A41C-07"	"TCGA-DD-AAE6-01A-11R-A41C-07"	"TCGA-5C-A9VG-01A-11R-A37K-07"	"TCGA-DD-AADS-01A-11R-A41C-07"	"TCGA-DD-A4NV-01A-11R-A311-07"	"TCGA-DD-AACC-01A-11R-A41C-07"	"TCGA-FV-A4ZQ-01A-11R-A266-07"	"TCGA-DD-A73E-01A-12R-A32O-07"	"TCGA-DD-AAEA-01A-11R-A41C-07"	"TCGA-HP-A5MZ-01A-21R-A27V-07"	"TCGA-MR-A8JO-01A-12R-A36F-07"	"TCGA-G3-A25T-01A-11R-A16W-07"	"TCGA-BC-A112-01A-11R-A131-07"	"TCGA-DD-A73A-01A-12R-A32O-07"	"TCGA-BC-4073-01B-02R-A131-07"	"TCGA-DD-A4NJ-01A-11R-A27V-07"	"TCGA-ED-A7PY-01A-11R-A33R-07"	"TCGA-DD-A4NQ-01A-21R-A28V-07"	"TCGA-G3-A25U-01A-11R-A16W-07"	"TCGA-BD-A3ER-01A-11R-A213-07"	"TCGA-BC-A10R-01A-11R-A131-07"	"TCGA-DD-AACS-01A-11R-A41C-07"	"TCGA-DD-AACA-02B-11R-A41C-07"	"TCGA-DD-A1EE-01A-11R-A131-07"	"TCGA-CC-A7IL-01A-11R-A33R-07"	"TCGA-CC-A7IJ-01A-11R-A33R-07"	"TCGA-DD-AADA-01A-11R-A41C-07"	"TCGA-FV-A4ZP-01A-12R-A266-07"	"TCGA-G3-A7M9-01A-23R-A352-07"	"TCGA-CC-A5UC-01A-11R-A28V-07"	"TCGA-EP-A3JL-01A-11R-A213-07"	"TCGA-G3-A25Y-01A-11R-A16W-07"	"TCGA-DD-AADQ-01A-11R-A41C-07"	"TCGA-5C-A9VH-01A-11R-A37K-07"	"TCGA-UB-AA0V-01A-11R-A38B-07"	"TCGA-DD-A4NE-01A-11R-A27V-07"	"TCGA-DD-A119-01A-11R-A131-07"	"TCGA-G3-A3CH-01A-11R-A22L-07"	"TCGA-DD-AACZ-01A-11R-A41C-07"	"TCGA-WJ-A86L-01A-12R-A39D-07"	"TCGA-CC-A9FS-01A-11R-A37K-07"	"TCGA-G3-AAV2-01A-11R-A37K-07"	"TCGA-LG-A9QC-01A-11R-A37K-07"	"TCGA-ED-A82E-01A-11R-A352-07"	"TCGA-DD-A4NK-01A-11R-A28V-07"	"TCGA-DD-AAD3-01A-11R-A41C-07"	"TCGA-DD-AACU-01A-11R-A41C-07"	"TCGA-KR-A7K8-01A-11R-A33J-07"	"TCGA-DD-AADM-01A-11R-A41C-07"	"TCGA-CC-A3MC-01A-11R-A22L-07"	"TCGA-G3-A5SL-01A-11R-A27V-07"	"TCGA-UB-A7MB-01A-11R-A33R-07"	"TCGA-DD-A1EB-01A-11R-A131-07"	"TCGA-BC-A10Z-01A-11R-A131-07"	"TCGA-BC-A216-01A-11R-A155-07"	"TCGA-BC-A69H-01A-11R-A311-07"	"TCGA-CC-A9FU-01A-11R-A37K-07"	"TCGA-G3-A7M5-01A-11R-A33R-07"	"TCGA-BC-A10Y-01A-11R-A131-07"	"TCGA-DD-AAVV-01A-11R-A41C-07"	"TCGA-DD-A4NP-01A-11R-A28V-07"	"TCGA-DD-AADR-01A-11R-A41C-07"	"TCGA-BC-A10Q-01A-11R-A131-07"	"TCGA-CC-A8HV-01A-11R-A36F-07"	"TCGA-DD-AAEI-01A-11R-A41C-07"	"TCGA-CC-A3MA-01A-11R-A213-07"	"TCGA-FV-A3I1-01A-11R-A22L-07"	"TCGA-G3-AAV6-01A-21R-A37K-07"	"TCGA-CC-A123-01A-11R-A131-07"	"TCGA-G3-A5SI-01A-31R-A27V-07"	"TCGA-2Y-A9H2-01A-12R-A38B-07"	"TCGA-CC-A7II-01A-11R-A33J-07"	"TCGA-UB-A7MF-01A-11R-A33J-07"	"TCGA-DD-AAE2-01A-11R-A41C-07"	"TCGA-DD-A1EC-01A-21R-A131-07"	"TCGA-2V-A95S-01A-11R-A37K-07"	"TCGA-DD-AACE-01A-11R-A41C-07"	"TCGA-ED-A66X-01A-11R-A311-07"	"TCGA-DD-AACW-01A-11R-A41C-07"	"TCGA-DD-AAD0-01A-11R-A41C-07"	"TCGA-ZS-A9CF-01A-11R-A38B-07"	"TCGA-DD-A4NL-01A-11R-A28V-07"	"TCGA-DD-A4NA-01A-11R-A266-07"	"TCGA-T1-A6J8-01A-11R-A32O-07"	"TCGA-ED-A459-01A-11R-A266-07"	"TCGA-DD-AAD8-01A-11R-A41C-07"	"TCGA-XR-A8TD-01A-12R-A39D-07"	"TCGA-2Y-A9H7-01A-11R-A39D-07"	"TCGA-RG-A7D4-01A-12R-A33R-07"	"TCGA-ES-A2HT-01A-12R-A180-07"	"TCGA-QA-A7B7-01A-11R-A32O-07"	"TCGA-XR-A8TG-01A-11R-A36F-07"	"TCGA-DD-AACA-01A-11R-A41C-07"	"TCGA-DD-AAC9-01A-11R-A41C-07"	"TCGA-DD-A3A7-01A-11R-A22L-07"	"TCGA-MR-A520-01A-11R-A266-07"	"TCGA-ZS-A9CG-01A-11R-A37K-07"	"TCGA-EP-A2KC-01A-11R-A213-07"	"TCGA-DD-A73F-01A-11R-A32O-07"	"TCGA-DD-AADP-01A-11R-A39D-07"	"TCGA-GJ-A6C0-01A-12R-A311-07"	"TCGA-DD-AAVW-01A-11R-A41C-07"	"TCGA-2Y-A9H9-01A-21R-A39D-07"	"TCGA-G3-AAV1-01A-11R-A38B-07"	"TCGA-G3-A25X-01A-11R-A16W-07"	"TCGA-CC-5258-01A-01R-A131-07"	"TCGA-FV-A2QR-01A-11R-A213-07"	"TCGA-DD-A4NO-01A-11R-A28V-07"	"TCGA-DD-AAD1-01A-11R-A41C-07"	"TCGA-DD-AADW-01A-11R-A39D-07"	"TCGA-DD-AACB-01A-11R-A41C-07"	"TCGA-DD-A118-01A-11R-A131-07"	"TCGA-DD-AACX-01A-11R-A41C-07"	"TCGA-DD-AADG-01A-11R-A41C-07"	"TCGA-G3-A25Z-01A-11R-A16W-07"
"LAPTM5"	18.42551	18.99468	43.42257	35.21706	17.56974	8.174257	7.859739	33.05274	172.0497	74.49213	19.26764	23.14699	11.55504	5.8209	3.504708	14.11854	7.825313	19.89107	62.46082	11.25615	8.581024	32.68559	8.400083	15.32134	205.9429	32.38585	20.41287	9.67758	42.90467	5.453974	48.17472	38.89631	11.34306	17.11047	16.97064	20.21032	14.89347	20.71155	19.90358	27.54259	5.894236	29.98022	26.39605	28.2933	30.96769	16.43149	46.43314	20.84117	31.804	17.44265	6.059001	7.133198	7.369183	18.82942	9.698909	25.40617	6.605531	20.2729	14.80462	32.77915	34.3731	16.85179	10.44604	44.48421	18.84006	30.82825	16.84345	11.59849	7.883569	14.97502	35.32368	12.71415	17.33852	10.72725	37.47427	27.75061	62.78327	6.437324	8.85005	38.6482	17.93694	12.80548	20.61922	45.15513	8.482553	7.23705	10.65501	23.94276	22.00554	36.25083	4.687319	5.807132	19.64037	15.48542	16.82605	6.326041	8.671602	8.126662	24.94813	50.23649	13.21879	3.367207	30.93953	11.49338	3.357232	15.37681	17.59004	101.8462	24.24418	54.29756	9.757736	12.34953	17.48089	12.51046	27.00608	13.43751	26.1084	29.2762	12.89199	22.95071	152.2439	31.77592	10.38123	11.62765	3.573288	4.852035	32.84018	38.0687	29.49809	8.088046	17.21533	12.67503	34.03697	5.829502	29.05859	13.82065	28.27023	18.31956	10.94329	16.47284	36.62053	7.43608	27.45541	109.32	20.84117	57.93152	10.31617	4.622236	11.63007	19.54471	34.43651	9.419285	62.14295	6.15805	30.29159	67.54678	19.0276	10.73136	12.40828	8.761976	22.38013	33.30153	11.94446	11.40363	15.43139	22.38013	2.976828	16.79014	17.00921	34.16786	10.32417	26.33305	7.599313	24.17157	304.2488	40.48151	23.60555	7.108141	6.71522	8.096121	26.35451	45.91156	29.08275	9.983773	6.607653	71.28861	58.83188	28.36617	5.447864	37.5532	10.40575	20.01292	29.25094	42.50327	16.62341	15.16709	12.56519	20.46515	15.56235	11.27492	24.04791	8.258914	16.60496	9.497721	42.80633	68.90355	19.21885	7.326279	4.662968	14.13892	88.77138	9.640679	60.53646	30.03258	5.543669	24.91173	47.97384	23.94276	10.80844	53.66612	21.57014	8.336033	6.272838	65.88741	15.95939	20.28618	13.92196	3.087564	5.999405	40.57066	13.66013	8.190746	28.34395	3.863997	29.49809	156.7097	213.5023	12.75913	66.58144	35.88829	62.88687	16.06746	15.78355	6.408028	10.77444	5.639567	11.91932	28.73998	9.079278	5.46165	5.212727	10.64249	24.56395	49.82148	8.017234	27.97368	14.91612	17.19599	25.71157	9.164759	2.695503	13.01406	34.84292	13.92853	85.89954	44.53955	3.396295	22.55991	43.06019	45.27005	25.57675	35.95872	22.13562	83.81845	38.60168	7.815236	30.21918	5.853951	28.52532	13.56164	5.006751	4.277441	9.640679	4.542884	132.2312	23.35977	55.36362	13.0313	26.63005	30.53317	32.87174	9.780155	13.31444	22.55991	9.040303	15.28936	24.17157	82.58255	7.330957	11.49813	9.440125	5.100771	19.0827	9.721269	24.85726	16.8879	44.43023	15.52365	21.35806	7.335796	7.146749	7.185526	3.060048	17.07251	34.63569	8.082764	8.834142	11.32458	40.98553	9.282749	18.80749	28.50374	4.227088	28.2933	21.72898	32.29737	8.985517	21.58399	7.552473	30.88267	21.59832	45.56472	22.34876	91.834	50.79287	6.660715	82.58255	8.321285	7.70709	15.71847	16.86094	44.21947	10.4886	30.34528	10.68881	88.33789	11.22914	35.85218	15.74213	8.275707	15.52365	7.689172	30.29159	16.20963	12.0733	9.371243	12.14012	42.9582	17.93694	38.19268	31.94527	14.40137	10.97866	67.3171	22.66771	23.17917	8.865695	44.87809	13.9534	34.77577	15.79165	11.52156	4.28314	18.2986
"ITGB2"	3.549231	3.401728	9.252362	6.634102	4.235109	1.360788	1.359214	7.505178	24.49121	19.0827	5.61389	5.443069	1.77041	1.831786	1.255886	2.001151	2.804788	4.383398	11.38473	2.228678	2.098274	5.532679	1.868167	3.017866	33.87341	7.50264	5.693263	2.47601	18.96108	1.241381	8.871903	9.546632	3.370835	2.876428	4.54046	5.496745	2.4444	16.25205	3.937947	2.505838	1.807994	11.10174	2.949815	16.05043	5.189	2.486912	10.05741	3.918199	7.047383	3.158043	1.447059	2.314687	2.579708	4.549228	2.112808	3.740203	1.444228	7.691672	3.328998	8.344414	6.625978	5.136883	2.071462	8.777187	2.793824	9.754376	3.368915	5.509283	1.973697	4.970196	9.949395	3.505629	4.865349	2.946019	4.424513	5.908054	4.287974	1.970529	3.812826	3.391035	8.079903	1.985449	7.153277	9.851504	2.474783	3.663408	2.042141	4.170491	5.971683	6.851027	1.066894	0.6416232	5.745209	1.91814	5.16548	1.945984	2.527134	2.163694	5.357333	7.450559	2.071975	0.3609116	10.76151	1.99513	4.344558	3.400809	3.029699	30.82825	6.29942	8.862593	1.679501	1.944844	3.217751	2.483083	4.905404	3.216039	4.271867	9.00465	1.235219	5.654168	19.61751	11.36177	3.418599	2.553402	1.230929	2.826456	8.494477	14.58617	5.10514	2.801298	5.305085	2.702584	13.29018	1.469379	3.667265	2.249504	6.460954	3.421377	3.010046	3.469568	7.89402	2.998959	9.419285	34.07032	6.692057	10.62931	3.136524	1.962575	2.138929	4.305776	11.25615	2.424402	13.53668	2.964103	4.65527	20.68542	1.509147	3.114651	2.219809	2.44307	5.341932	6.802269	3.04792	4.936053	5.27224	5.641203	2.039411	5.116874	4.468286	8.92975	2.100034	9.188652	1.590085	8.270115	74.64126	5.771726	3.036858	1.803696	1.717328	3.123521	5.982078	10.65501	8.859467	2.890745	1.868167	10.45443	13.18846	7.849554	0.464416	9.821543	2.237748	3.374303	5.480725	16.59653	2.747571	4.862644	1.627766	5.901066	3.880655	2.846384	7.110523	2.129242	2.069811	2.50315	8.881609	19.74638	6.178213	1.64477	1.831786	1.700804	25.42573	2.592409	18.00607	10.09566	1.10031	4.53045	16.08396	4.63731	1.806615	25.6323	5.169864	2.01172	1.364295	13.27851	2.100587	3.886841	4.296209	0.6386143	1.350201	17.14821	4.3351	1.987741	8.082764	2.047586	9.66671	35.50052	89.39781	3.229689	14.25759	4.012046	14.90833	3.594273	4.262599	1.380474	2.81669	1.869686	2.718989	8.485579	1.968912	2.698277	1.035067	2.484303	4.81595	13.54312	2.810597	9.30675	2.885523	7.888694	5.765073	2.735055	0.8440049	2.059711	7.725257	3.482483	25.71157	17.62875	0.9377794	4.998514	10.66792	7.234792	4.818672	4.610746	6.19141	21.57014	5.53569	1.040412	5.797134	1.099621	6.114504	3.427763	1.18358	1.011578	3.318688	1.870173	23.52267	5.587463	6.460954	3.104915	3.460573	9.791448	3.218573	2.284166	1.657418	4.228278	0.9057612	3.426895	4.494256	36.58119	1.182191	2.780051	2.819632	1.349842	3.3422	4.526839	7.000742	4.286743	10.72288	2.615606	2.7416	2.161547	0.8004096	2.680934	0.4274699	4.176084	10.67195	2.477976	4.415927	3.905652	11.8008	2.565718	4.818672	4.326917	0.4113311	9.337197	1.630523	10.00676	2.12252	2.60199	1.191571	6.589725	3.416843	14.23724	7.142351	25.11274	12.72525	1.944844	18.04698	4.581689	4.298612	2.99021	4.191976	10.03797	2.893705	5.795513	1.240383	19.98899	4.955183	10.08855	4.770636	1.551246	3.187949	2.243028	7.49526	1.546327	3.557122	2.094357	2.878561	21.80101	4.306932	22.90281	5.392511	3.140657	2.729298	12.37042	6.263408	2.907604	2.09609	7.225485	1.915559	10.06488	3.893176	4.729971	1.145354	4.070367
